"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb317090",0.445547609433424,2,"Yes","0.2697708,0.6096377"
"Zm00001eb190590",0.445757470920288,2,"Yes","0.2556253,0.4698971"
"Zm00001eb107730",0.446186518801477,3,"Yes","0.1123547,0.9076057,0.5802041"
"Zm00001eb231100",0.446591012743957,3,"Yes","0.8967717,0.5569943,0.1168249"
"Zm00001eb251840",0.447677234743248,2,"Yes","0.2569966,0.9701973"
"Zm00001eb393320",0.4481027,1,"No","0.4481027"
"Zm00001eb388610",0.448486384764723,4,"Yes","0.6382119,0.3067544,0.4199309,0.1270798"
"Zm00001eb417350",0.448494899097212,11,"Yes","0.716168,0.3282012,0.2367269,0.5593477,0.3001855,0.4614023,0.3174664,0.181188,0.332983,0.3190273,0.08322398"
"Zm00001eb203230",0.449046017845861,5,"Yes","0.7968528,0.2336118,0.5892026,0.339006,0.3074063"
"Zm00001eb076640",0.449110742801524,2,"Yes","0.7052958,0.2826464"
"Zm00001eb146500",0.4497949,1,"No","0.4497949"
"Zm00001eb386900",0.451175215651036,3,"Yes","0.3764353,0.7587651,0.2965734"
"Zm00001eb373750",0.4511933,1,"No","0.4511933"
"Zm00001eb273430",0.451279265453233,4,"Yes","0.5361989,0.6319696,0.1203227,0.8870506"
"Zm00001eb432810",0.451511449372531,2,"Yes","0.5172347,0.2724455"
"Zm00001eb003350",0.451779120455745,4,"Yes","0.3477403,0.2813754,0.2643732,0.2904441"
"Zm00001eb066150",0.451997827986638,4,"Yes","0.2791103,0.2125629,0.8621104,0.7850865"
"Zm00001eb222550",0.4527867,1,"No","0.4527867"
"Zm00001eb004260",0.4534995,1,"No","0.4534995"
"Zm00001eb062180",0.453681206036262,7,"Yes","0.7638893,0.04888979,0.720198,0.9057483,0.8066505,0.492259,0.2914915"
"Zm00001eb031740",0.4539146,1,"No","0.4539146"
"Zm00001eb031750",0.4539146,1,"No","0.4539146"
"Zm00001eb035810",0.454060980404504,2,"Yes","0.2613714,0.9177756"
"Zm00001eb399710",0.454226970245441,4,"Yes","0.3175908,0.204359,0.603255,0.2820864"
"Zm00001eb399720",0.454289973509273,4,"Yes","0.204359,0.603255,0.2820864,0.4055258"
"Zm00001eb317760",0.4545627,1,"No","0.4545627"
"Zm00001eb086530",0.4547068,1,"No","0.4547068"
"Zm00001eb395820",0.455126411415865,5,"Yes","0.2572543,0.8040342,0.3931875,0.3423519,0.2428109"
"Zm00001eb112050",0.4553901,1,"No","0.4553901"
"Zm00001eb011220",0.455401403596593,3,"Yes","0.6934763,0.3800485,0.153044"
"Zm00001eb008620",0.4554037,1,"No","0.4554037"
"Zm00001eb151670",0.4558626,1,"No","0.4558626"
"Zm00001eb229730",0.455927728730865,5,"Yes","0.4878229,0.7578749,0.7188053,0.3110505,0.06454828"
"Zm00001eb157860",0.456010937819698,11,"Yes","0.4552743,0.1705644,0.2050567,0.4789916,0.04281927,0.6371212,0.1687084,0.5718096,0.2569379,0.7540172,0.5112034"
"Zm00001eb120180",0.456316701209235,2,"Yes","0.7391458,0.262657"
"Zm00001eb351750",0.456491356971571,2,"Yes","0.2691991,0.6847371"
"Zm00001eb417340",0.4566263,1,"No","0.4566263"
"Zm00001eb070860",0.456669628915835,3,"Yes","0.3944406,0.1245664,0.3871699"
"Zm00001eb020440",0.457013559271193,5,"Yes","0.8834672,0.2857153,0.5073492,0.09551942,0.3658489"
"Zm00001eb067620",0.45743200019273,2,"Yes","0.2641649,0.4987923"
"Zm00001eb015910",0.4574578,1,"No","0.4574578"
"Zm00001eb159440",0.457766492379439,5,"Yes","0.5644746,0.1737982,0.4022847,0.8621291,0.193857"
"Zm00001eb006920",0.458264985629858,2,"Yes","0.806768,0.277338"
"Zm00001eb229690",0.458301360449524,2,"Yes","0.2749135,0.9428912"
"Zm00001eb396000",0.4587384,1,"No","0.4587384"
"Zm00001eb396010",0.4587384,1,"No","0.4587384"
"Zm00001eb033870",0.459125399796672,5,"Yes","0.7630365,0.2972974,0.7570099,0.3654848,0.2538997"
"Zm00001eb160040",0.459257231009739,6,"Yes","0.2588762,0.5945652,0.4638902,0.3501593,0.5305766,0.05260264"
"Zm00001eb034750",0.459629776308654,16,"Yes","0.584417,0.9490676,0.1356686,0.8630365,0.9146219,0.8117505,0.2024744,0.07680677,0.6286163,0.3809893,0.4977141,0.1193951,0.1493802,0.3346862,0.2342717,0.765834"
"Zm00001eb426330",0.459901816305281,17,"Yes","0.04407709,0.3644763,0.1130002,0.8758462,0.4860942,0.3400627,0.4396885,0.08611226,0.4234762,0.2468439,0.5455155,0.1188927,0.6520565,0.8973501,0.3790196,0.3996762,0.6884501"
"Zm00001eb230390",0.4606639,1,"No","0.4606639"
"Zm00001eb013030",0.461090315768662,2,"Yes","0.8732955,0.2880143"
"Zm00001eb315550",0.461092562818385,2,"Yes","0.2683901,0.8527864"
"Zm00001eb278210",0.4611145,1,"No","0.4611145"
"Zm00001eb010420",0.46152821103263,2,"Yes","0.7669447,0.2662976"
"Zm00001eb009000",0.4617251,1,"No","0.4617251"
"Zm00001eb226550",0.4619956,1,"No","0.4619956"
"Zm00001eb210860",0.462591542369082,6,"Yes","0.05640155,0.1891656,0.5188617,0.946612,0.8466801,0.4076618"
"Zm00001eb318290",0.4627713,1,"No","0.4627713"
"Zm00001eb432540",0.4629789,1,"No","0.4629789"
"Zm00001eb113610",0.463089154908735,4,"Yes","0.8931053,0.1962993,0.2865906,0.8327263"
"Zm00001eb111790",0.4642363,1,"No","0.4642363"
"Zm00001eb253900",0.465428774228113,5,"Yes","0.6672743,0.7984723,0.3965238,0.5414889,0.06371896"
"Zm00001eb239640",0.465535373096312,2,"Yes","0.6086723,0.2690785"
"Zm00001eb009660",0.4662139,1,"No","0.4662139"
"Zm00001eb367460",0.466271382931983,2,"Yes","0.2890378,0.2694446"
"Zm00001eb243900",0.466307537925673,5,"Yes","0.3211723,0.3198951,0.350606,0.7005582,0.3839563"
"Zm00001eb085260",0.466535901500925,3,"Yes","0.3683648,0.812374,0.2594608"
"Zm00001eb322470",0.466566212016084,6,"Yes","0.910034,0.8940223,0.3024954,0.2308508,0.2979016,0.9548765"
"Zm00001eb124020",0.466698154145188,2,"Yes","0.425462,0.2697273"
"Zm00001eb193370",0.466808505126854,3,"Yes","0.8900527,0.7921296,0.1380252"
"Zm00001eb311450",0.466910988513676,9,"Yes","0.9902919,0.1130368,0.476556,0.8339152,0.2420707,0.2574449,0.2580197,0.5751539,0.4947997"
"Zm00001eb144740",0.466945195627792,3,"Yes","0.9324558,0.1197541,0.8308246"
"Zm00001eb234940",0.4672711,1,"No","0.4672711"
"Zm00001eb185800",0.4677352,1,"No","0.4677352"
"Zm00001eb103490",0.4682798,1,"No","0.4682798"
"Zm00001eb002000",0.468500830824047,13,"Yes","0.5983683,0.569799,0.3603935,0.8837177,0.04434875,0.3402294,0.2047441,0.5972871,0.3713136,0.5137002,0.2070762,0.1648251,0.9873991"
"Zm00001eb112190",0.469231186060926,6,"Yes","0.4591131,0.1649794,0.5003672,0.4750891,0.1521416,0.4425788"
"Zm00001eb003550",0.469573011776848,8,"Yes","0.9052668,0.5088007,0.2065853,0.9899413,0.5912446,0.1897391,0.1294877,0.8248078"
"Zm00001eb255240",0.469829619861261,2,"Yes","0.2935574,0.9374345"
"Zm00001eb108610",0.47043138737222,2,"Yes","0.8359175,0.2723461"
"Zm00001eb354920",0.470589722149836,2,"Yes","0.2738304,0.9905383"
"Zm00001eb195530",0.4706141,1,"No","0.4706141"
"Zm00001eb004170",0.471561860526025,3,"Yes","0.3885057,0.1326845,0.7623769"
"Zm00001eb018870",0.4720658,1,"No","0.4720658"
"Zm00001eb344900",0.4727902,1,"No","0.4727902"
"Zm00001eb224550",0.4729848,1,"No","0.4729848"
"Zm00001eb420640",0.4729877,1,"No","0.4729877"
"Zm00001eb009100",0.473224948424301,7,"Yes","0.2567418,0.3502319,0.6100999,0.3275022,0.8409474,0.162262,0.634564"
"Zm00001eb053160",0.473319591572788,2,"Yes","0.3222477,0.2766325"
"Zm00001eb122470",0.473520478796879,2,"Yes","0.8605516,0.2856306"
"Zm00001eb411140",0.473791098556666,7,"Yes","0.6576072,0.3087687,0.7397816,0.3262311,0.2895889,0.223394,0.6776201"
"Zm00001eb119540",0.4748219,1,"No","0.4748219"
"Zm00001eb288890",0.475055092250031,2,"Yes","0.9028834,0.2756397"
"Zm00001eb288120",0.475498071975441,8,"Yes","0.7319769,0.1062029,0.5192113,0.330281,0.2079914,0.2106709,0.6477952,0.7948554"
"Zm00001eb277550",0.475828545738767,5,"Yes","0.8855623,0.3519048,0.4978055,0.3433192,0.3617809"
"Zm00001eb153640",0.475997173566598,15,"Yes","0.05960585,0.4701988,0.6435877,0.9680965,0.2751265,0.2004795,0.9221843,0.9240797,0.9672961,0.5351553,0.8840002,0.1243428,0.7006583,0.0171212,0.4083761"
"Zm00001eb392570",0.4764432,1,"No","0.4764432"
"Zm00001eb254000",0.476457520478238,18,"Yes","0.687035,0.4285467,0.04150885,0.5480092,0.9886721,0.8732737,0.1738244,0.1079486,0.2775314,0.4398474,0.3555653,0.3546253,0.3019809,0.3499947,0.3886561,0.4977622,0.3364215,0.04141858"
"Zm00001eb032720",0.4765295,1,"No","0.4765295"
"Zm00001eb215680",0.476797538695674,6,"Yes","0.5747072,0.6004109,0.9743183,0.6955984,0.4368328,0.09455441"
"Zm00001eb400660",0.47687128239852,3,"Yes","0.3933947,0.8263701,0.1219724"
"Zm00001eb192780",0.477409130947432,10,"Yes","0.6809196,0.4197824,0.5016266,0.4390163,0.7173819,0.5368631,0.6307854,0.03141549,0.7654332,0.253491"
"Zm00001eb416390",0.4776036,1,"No","0.4776036"
"Zm00001eb152000",0.4776372,1,"No","0.4776372"
"Zm00001eb103510",0.477910525796125,6,"Yes","0.1763908,0.341836,0.7907169,0.2747495,0.2880094,0.7913017"
"Zm00001eb308470",0.4781564,1,"No","0.4781564"
"Zm00001eb156200",0.4783731,1,"No","0.4783731"
"Zm00001eb253710",0.478541899144391,3,"Yes","0.1283667,0.9127186,0.8878679"
"Zm00001eb421380",0.4785877,1,"No","0.4785877"
"Zm00001eb228880",0.478612137204154,3,"Yes","0.8968735,0.1464081,0.4412136"
"Zm00001eb060200",0.478894637163898,14,"Yes","0.4840045,0.04161591,0.9269375,0.8070485,0.1577258,0.1159144,0.7948353,0.7630383,0.8293142,0.2982136,0.9826884,0.4157463,0.9709597,0.05837292"
"Zm00001eb136890",0.479499603012832,7,"Yes","0.5769813,0.3568833,0.1024654,0.1946024,0.645808,0.903509,0.2465075"
"Zm00001eb429960",0.479565,1,"No","0.479565"
"Zm00001eb105810",0.479838629692642,3,"Yes","0.1247716,0.4514244,0.7522116"
"Zm00001eb427590",0.479872543129612,8,"Yes","0.04881651,0.9354031,0.9673737,0.6482027,0.916618,0.9350013,0.5961229,0.1651696"
"Zm00001eb290810",0.4799253,1,"No","0.4799253"
"Zm00001eb030020",0.48025785564867,7,"Yes","0.5449899,0.06598681,0.7028615,0.8481009,0.8357462,0.7499466,0.7358151"
"Zm00001eb323610",0.4803598,1,"No","0.4803598"
"Zm00001eb281450",0.4806538,1,"No","0.4806538"
"Zm00001eb424820",0.480929006253201,3,"Yes","0.8620035,0.635548,0.1270268"
"Zm00001eb103070",0.4813175,1,"No","0.4813175"
"Zm00001eb226900",0.481362869241062,5,"Yes","0.6253138,0.375491,0.4357421,0.18382,0.3561063"
"Zm00001eb190530",0.481869502191242,2,"Yes","0.4636447,0.2806761"
"Zm00001eb215950",0.482604336234795,3,"Yes","0.3909245,0.5857538,0.1308021"
"Zm00001eb165960",0.4826953,1,"No","0.4826953"
"Zm00001eb066010",0.482825246539158,3,"Yes","0.1608489,0.6571716,0.6885257"
"Zm00001eb227300",0.4844686,1,"No","0.4844686"
"Zm00001eb352710",0.4845466,1,"No","0.4845466"
"Zm00001eb379060",0.4845911,1,"No","0.4845911"
"Zm00001eb066030",0.484674691538499,4,"Yes","0.3490255,0.322457,0.2317784,0.2913903"
"Zm00001eb278650",0.4849324,1,"No","0.4849324"
"Zm00001eb289900",0.486129246993867,2,"Yes","0.4903043,0.2862515"
"Zm00001eb375070",0.4862393,1,"No","0.4862393"
"Zm00001eb433030",0.4867764,1,"No","0.4867764"
"Zm00001eb130340",0.4869421,1,"No","0.4869421"
"Zm00001eb365950",0.487507603416269,2,"Yes","0.7056101,0.2841682"
"Zm00001eb318170",0.4878301,1,"No","0.4878301"
"Zm00001eb374580",0.488079056473438,9,"Yes","0.0364321,0.3782345,0.4884249,0.765743,0.6794429,0.7169672,0.4968961,0.3800453,0.3213354"
"Zm00001eb045280",0.488168646822788,2,"Yes","0.8544746,0.2856892"
"Zm00001eb360860",0.4892811,1,"No","0.4892811"
"Zm00001eb361230",0.4893702,1,"No","0.4893702"
"Zm00001eb122700",0.4896978,1,"No","0.4896978"
"Zm00001eb365220",0.4898255,1,"No","0.4898255"
"Zm00001eb005210",0.4903304,1,"No","0.4903304"
"Zm00001eb381210",0.49038671653757,6,"Yes","0.8257575,0.3095072,0.1298552,0.5930098,0.5246388,0.2920556"
"Zm00001eb278690",0.4904146,1,"No","0.4904146"
"Zm00001eb396670",0.4908459,1,"No","0.4908459"
"Zm00001eb375520",0.490901713117085,5,"Yes","0.3802725,0.3425179,0.8846308,0.3094155,0.6650822"
"Zm00001eb431760",0.490920638077249,7,"Yes","0.4782905,0.5814065,0.4737648,0.4697848,0.3379718,0.435809,0.06655524"
"Zm00001eb285250",0.4910215,1,"No","0.4910215"
"Zm00001eb233280",0.4911612,1,"No","0.4911612"
"Zm00001eb321870",0.491526904284139,2,"Yes","0.2896352,0.4450979"
"Zm00001eb021350",0.4917663,1,"No","0.4917663"
"Zm00001eb398630",0.492050034857786,3,"Yes","0.1275898,0.6951666,0.9735658"
"Zm00001eb099720",0.492822179707586,5,"Yes","0.4528689,0.8056061,0.07057839,0.2567631,0.8574249"
"Zm00001eb408730",0.492916870045079,2,"Yes","0.287929,0.5455815"
"Zm00001eb396420",0.4929492,1,"No","0.4929492"
"Zm00001eb373580",0.493109551215702,9,"Yes","0.8468656,0.3191185,0.5771444,0.6222263,0.4252754,0.8349071,0.9654489,0.9224363,0.03689426"
"Zm00001eb324730",0.494207057147573,6,"Yes","0.2997466,0.8666724,0.8116535,0.1649644,0.1929381,0.49191"
"Zm00001eb143850",0.495499228231714,2,"Yes","0.411606,0.2898412"
"Zm00001eb080270",0.4956877,1,"No","0.4956877"
"Zm00001eb323740",0.4966686,1,"No","0.4966686"
"Zm00001eb286700",0.496735199134209,4,"Yes","0.403823,0.3001668,0.2123628,0.5718834"
"Zm00001eb213000",0.49678182714081,3,"Yes","0.4044312,0.2922612,0.7871693"
"Zm00001eb004470",0.4969481,1,"No","0.4969481"
"Zm00001eb325950",0.497036833707763,3,"Yes","0.8574247,0.3935014,0.3447812"
"Zm00001eb311120",0.4972437,1,"No","0.4972437"
"Zm00001eb287550",0.497813344189518,2,"Yes","0.8222267,0.2915242"
"Zm00001eb275450",0.498280885215385,3,"Yes","0.5533634,0.1314988,0.5527249"
"Zm00001eb361310",0.498555548449948,8,"Yes","0.9153397,0.9625784,0.6900941,0.688612,0.1728836,0.4909647,0.2130866,0.1217187"
"Zm00001eb187580",0.499001065728488,2,"Yes","0.8518274,0.3400824"
"Zm00001eb310710",0.4991012,1,"No","0.4991012"
"Zm00001eb074350",0.4992184,1,"No","0.4992184"
"Zm00001eb371830",0.499375156353005,8,"Yes","0.2011161,0.3143178,0.7527721,0.6102376,0.3536562,0.5479014,0.2448086,0.2730389"
"Zm00001eb062880",0.49950478638858,3,"Yes","0.3850848,0.3488754,0.940196"
"Zm00001eb205050",0.49961821794451,14,"Yes","0.7695119,0.9476931,0.3792392,0.3480825,0.3192841,0.2376713,0.5084457,0.1270497,0.3397611,0.1227185,0.7044747,0.4605349,0.9470202,0.2041546"
"Zm00001eb029860",0.500421912699798,3,"Yes","0.1426637,0.885262,0.483755"
"Zm00001eb216680",0.500676647459992,6,"Yes","0.7532865,0.7960557,0.1701298,0.3090539,0.299845,0.7885015"
"Zm00001eb316510",0.50094076044781,5,"Yes","0.2070201,0.9143689,0.5457135,0.1679804,0.9713814"
"Zm00001eb374680",0.5009907,1,"No","0.5009907"
"Zm00001eb103420",0.5013691,1,"No","0.5013691"
"Zm00001eb164900",0.501547109530962,4,"Yes","0.6343013,0.3045345,0.1491926,0.9960383"
"Zm00001eb068870",0.5017503,1,"No","0.5017503"
"Zm00001eb040540",0.5019069,1,"No","0.5019069"
"Zm00001eb073750",0.5023899,1,"No","0.5023899"
"Zm00001eb321550",0.502473218116871,2,"Yes","0.7278573,0.2961741"
"Zm00001eb429210",0.502931157161992,3,"Yes","0.1813789,0.6126253,0.7485804"
"Zm00001eb216580",0.503043764682826,3,"Yes","0.4424175,0.5139607,0.1686423"
"Zm00001eb234620",0.5031433,1,"No","0.5031433"
"Zm00001eb215150",0.503412249768616,9,"Yes","0.9558158,0.2598599,0.3645488,0.6406516,0.8337757,0.3795952,0.1823311,0.1471025,0.3553901"
"Zm00001eb363740",0.503961,1,"No","0.503961"
"Zm00001eb424130",0.504019,1,"No","0.504019"
"Zm00001eb319660",0.5047599,1,"No","0.5047599"
"Zm00001eb366220",0.504782681675668,4,"Yes","0.3106635,0.6267278,0.2785388,0.5969723"
"Zm00001eb271220",0.504870135169788,6,"Yes","0.7504559,0.5930037,0.1339878,0.4330988,0.6047823,0.3439854"
"Zm00001eb264880",0.505098181723782,6,"Yes","0.5549035,0.3675889,0.06288568,0.3020963,0.6657034,0.5422945"
"Zm00001eb198120",0.505440983940543,2,"Yes","0.9081153,0.2984112"
"Zm00001eb079500",0.505453233053311,2,"Yes","0.2977686,0.7043812"
"Zm00001eb177630",0.5057018,1,"No","0.5057018"
"Zm00001eb248210",0.50573726128577,3,"Yes","0.5397656,0.1320445,0.6423269"
"Zm00001eb305960",0.5058587,1,"No","0.5058587"
"Zm00001eb325500",0.5060631,1,"No","0.5060631"
"Zm00001eb008280",0.506337315664034,6,"Yes","0.218821,0.3690337,0.3244242,0.3060688,0.336797,0.1350865"
"Zm00001eb417200",0.5065701,1,"No","0.5065701"
"Zm00001eb002620",0.507159598646864,2,"Yes","0.3764405,0.3018038"
"Zm00001eb019770",0.5073308,1,"No","0.5073308"
"Zm00001eb075310",0.507566156961792,6,"Yes","0.3103395,0.5439513,0.7073906,0.8199816,0.09457673,0.2944655"
"Zm00001eb072230",0.5077858,1,"No","0.5077858"
"Zm00001eb299750",0.508161943126553,8,"Yes","0.8707596,0.1492306,0.5129601,0.8645983,0.6942203,0.2274001,0.3313288,0.1313614"
"Zm00001eb022840",0.508764172576431,3,"Yes","0.1999187,0.8555049,0.4417015"
"Zm00001eb075460",0.5088841,1,"No","0.5088841"
"Zm00001eb251860",0.508998288223934,2,"Yes","0.3319162,0.8617774"
"Zm00001eb203260",0.510385104556506,5,"Yes","0.373939,0.1390084,0.5634516,0.6956785,0.2445753"
"Zm00001eb310870",0.511426375450735,4,"Yes","0.5814747,0.3089983,0.2891733,0.5966672"
"Zm00001eb081280",0.5121208,1,"No","0.5121208"
"Zm00001eb393170",0.512194763210818,4,"Yes","0.8252964,0.9799995,0.1179115,0.4134582"
"Zm00001eb146240",0.512368686976791,6,"Yes","0.4355093,0.7765486,0.06316981,0.5282773,0.7524081,0.5705904"
"Zm00001eb418160",0.512411,1,"No","0.512411"
"Zm00001eb215170",0.512779809720279,7,"Yes","0.2598599,0.3645488,0.6406516,0.8337757,0.3795952,0.1823311,0.1471025"
"Zm00001eb093540",0.5130389,1,"No","0.5130389"
"Zm00001eb252050",0.513145978025392,3,"Yes","0.1382235,0.9626607,0.8262755"
"Zm00001eb052660",0.513213647998314,2,"Yes","0.7915264,0.302372"
"Zm00001eb122340",0.5134396,1,"No","0.5134396"
"Zm00001eb073390",0.513802519636994,2,"Yes","0.7233149,0.3028696"
"Zm00001eb211330",0.513925619086478,3,"Yes","0.9479094,0.7988113,0.1351266"
"Zm00001eb070120",0.514220501777253,2,"Yes","0.8963962,0.3031785"
"Zm00001eb213700",0.514423321777918,3,"Yes","0.2238104,0.39694,0.4367079"
"Zm00001eb139720",0.5145697,1,"No","0.5145697"
"Zm00001eb161080",0.5146932,1,"No","0.5146932"
"Zm00001eb350290",0.515228,1,"No","0.515228"
"Zm00001eb401100",0.515317447871141,7,"Yes","0.9576983,0.7683046,0.9769231,0.07260221,0.3181615,0.4909256,0.8951042"
"Zm00001eb153060",0.516014593418566,3,"Yes","0.3359165,0.3913985,0.8517655"
"Zm00001eb195050",0.5164417,1,"No","0.5164417"
"Zm00001eb252410",0.516557,1,"No","0.516557"
"Zm00001eb352100",0.5166736,1,"No","0.5166736"
"Zm00001eb072470",0.5168751,1,"No","0.5168751"
"Zm00001eb187090",0.5170119,1,"No","0.5170119"
"Zm00001eb037610",0.5171689,1,"No","0.5171689"
"Zm00001eb037620",0.5171689,1,"No","0.5171689"
"Zm00001eb081590",0.517355581705244,5,"Yes","0.236158,0.8938299,0.9541337,0.3936954,0.3400844"
"Zm00001eb253020",0.517593022783224,9,"Yes","0.2941347,0.2015555,0.1931632,0.4350951,0.43691,0.456003,0.1408259,0.5575929,0.3480907"
"Zm00001eb411050",0.5181526,1,"No","0.5181526"
"Zm00001eb224040",0.5185021,1,"No","0.5185021"
"Zm00001eb013270",0.519475365596681,3,"Yes","0.9510275,0.8413873,0.137628"
"Zm00001eb096590",0.519878811277095,3,"Yes","0.4755651,0.5552825,0.1419829"
"Zm00001eb248190",0.520192350706558,10,"Yes","0.8368891,0.1063014,0.05097278,0.4213516,0.9252775,0.6884353,0.2452227,0.2345276,0.6483936,0.3764932"
"Zm00001eb035630",0.5205018,1,"No","0.5205018"
"Zm00001eb095640",0.5205939,1,"No","0.5205939"
"Zm00001eb321910",0.521346,1,"No","0.521346"
"Zm00001eb200040",0.521530875581602,3,"Yes","0.7655164,0.8212628,0.1397354"
"Zm00001eb425460",0.521586993475547,8,"Yes","0.1296909,0.6063294,0.4508922,0.5874689,0.7884469,0.2605151,0.1162454,0.6962933"
"Zm00001eb390370",0.5216503,1,"No","0.5216503"
"Zm00001eb057330",0.522285095884294,2,"Yes","0.5194598,0.3148761"
"Zm00001eb415070",0.5228122,1,"No","0.5228122"
"Zm00001eb187620",0.5234566,1,"No","0.5234566"
"Zm00001eb031120",0.5247618,1,"No","0.5247618"
"Zm00001eb313550",0.5251568,1,"No","0.5251568"
"Zm00001eb137950",0.525443489174645,2,"Yes","0.76586,0.3142321"
"Zm00001eb412500",0.5255302,1,"No","0.5255302"
"Zm00001eb299910",0.525781568583814,6,"Yes","0.07859578,0.6811327,0.9505695,0.274594,0.446868,0.7023797"
"Zm00001eb183100",0.525863927996002,4,"Yes","0.4242749,0.3926716,0.1646771,0.3180642"
"Zm00001eb100090",0.5261613,1,"No","0.5261613"
"Zm00001eb212510",0.526300813782292,7,"Yes","0.4451637,0.6957843,0.1443529,0.470129,0.8875796,0.2627927,0.05419023"
"Zm00001eb071640",0.5266248740275,4,"Yes","0.7347829,0.6816542,0.8028117,0.1194822"
"Zm00001eb395310",0.5272256,1,"No","0.5272256"
"Zm00001eb119690",0.5273949,1,"No","0.5273949"
"Zm00001eb217020",0.5274634,1,"No","0.5274634"
"Zm00001eb082220",0.5276986,1,"No","0.5276986"
"Zm00001eb017080",0.527857002540143,5,"Yes","0.6640498,0.5097278,0.2265574,0.9337747,0.1726626"
"Zm00001eb032600",0.5278747,1,"No","0.5278747"
"Zm00001eb210890",0.528209658393089,8,"Yes","0.173419,0.577855,0.3710387,0.2815311,0.336778,0.5494442,0.0585491,0.9396715"
"Zm00001eb253860",0.528495533518918,14,"Yes","0.9130379,0.2392759,0.7350799,0.2845004,0.3701933,0.1622711,0.1795633,0.3009505,0.1372681,0.7050952,0.5291881,0.542571,0.4091727,0.3398255"
"Zm00001eb000830",0.528529275079069,3,"Yes","0.7308498,0.1639663,0.4246971"
"Zm00001eb143860",0.528690556474875,7,"Yes","0.09049871,0.7584801,0.1458625,0.528507,0.9054657,0.2845265,0.4844162"
"Zm00001eb143520",0.529080694133559,2,"Yes","0.4351212,0.3155723"
"Zm00001eb277390",0.5293636,1,"No","0.5293636"
"Zm00001eb052860",0.5295165,1,"No","0.5295165"
"Zm00001eb142790",0.530023773329686,5,"Yes","0.3780277,0.366533,0.6913946,0.5142016,0.1731781"
"Zm00001eb397910",0.530053842655686,2,"Yes","0.3154443,0.7935532"
"Zm00001eb056850",0.530107448847675,3,"Yes","0.6471642,0.4585313,0.1414447"
"Zm00001eb203870",0.5304161,1,"No","0.5304161"
"Zm00001eb317900",0.5305831,1,"No","0.5305831"
"Zm00001eb026200",0.5306413,1,"No","0.5306413"
"Zm00001eb219550",0.530651419600783,6,"Yes","0.877787,0.3992652,0.7342966,0.7691032,0.06825083,0.4656761"
"Zm00001eb426210",0.531597071098391,12,"Yes","0.9868192,0.3518487,0.6960907,0.06004117,0.4697,0.4611492,0.2761923,0.3841031,0.2120837,0.348255,0.4179646,0.1288617"
"Zm00001eb377190",0.5316454,1,"No","0.5316454"
"Zm00001eb377200",0.5316454,1,"No","0.5316454"
"Zm00001eb217090",0.5318487,1,"No","0.5318487"
"Zm00001eb322890",0.5325145,1,"No","0.5325145"
"Zm00001eb100490",0.532519256892223,4,"Yes","0.236211,0.320983,0.7682245,0.4702439"
"Zm00001eb423640",0.532967188940574,4,"Yes","0.352191,0.8683784,0.2831135,0.3209694"
"Zm00001eb400290",0.533465808651544,12,"Yes","0.1390759,0.09339767,0.9813621,0.07928518,0.5680196,0.9035027,0.9065926,0.9293173,0.704369,0.3292336,0.6165103,0.405929"
"Zm00001eb392720",0.5344552,1,"No","0.5344552"
"Zm00001eb196510",0.5347423,1,"No","0.5347423"
"Zm00001eb151340",0.535001508470201,7,"Yes","0.6766402,0.9316735,0.7323297,0.3889756,0.1070306,0.251117,0.2327807"
"Zm00001eb324690",0.5353772,1,"No","0.5353772"
"Zm00001eb395380",0.5357807,1,"No","0.5357807"
"Zm00001eb214700",0.5358186,1,"No","0.5358186"
"Zm00001eb204360",0.53671903662143,5,"Yes","0.3000754,0.1132167,0.8131416,0.3824484,0.7800481"
"Zm00001eb240920",0.536742425452935,3,"Yes","0.5398337,0.4136381,0.3722687"
"Zm00001eb384820",0.537146317133751,8,"Yes","0.06178448,0.949981,0.7129588,0.6901044,0.857264,0.6074382,0.7504508,0.7743191"
"Zm00001eb422670",0.537297959849486,2,"Yes","0.3228189,0.4781029"
"Zm00001eb284640",0.538055746153059,5,"Yes","0.5210967,0.345458,0.3892632,0.644376,0.2756926"
"Zm00001eb371590",0.538155937166296,3,"Yes","0.6738445,0.1501225,0.4277439"
"Zm00001eb422410",0.5382707,1,"No","0.5382707"
"Zm00001eb254410",0.538748349145589,14,"Yes","0.396795,0.9295351,0.39441,0.6322024,0.1164947,0.06850372,0.6373354,0.1653614,0.4258382,0.6657681,0.1458835,0.4317086,0.5781807,0.4251987"
"Zm00001eb397220",0.5387975,1,"No","0.5387975"
"Zm00001eb090510",0.5392592,1,"No","0.5392592"
"Zm00001eb366280",0.539663992017029,4,"Yes","0.6402583,0.8188273,0.9650751,0.1227201"
"Zm00001eb010800",0.539814152748825,5,"Yes","0.2920984,0.8054237,0.4298256,0.7036098,0.07707925"
"Zm00001eb431190",0.540033612028978,5,"Yes","0.5535143,0.2257003,0.1598137,0.7491351,0.8368056"
"Zm00001eb396460",0.540128067535276,2,"Yes","0.3227962,0.5052494"
"Zm00001eb289290",0.54056001125,8,"Yes","0.3373234,0.8484347,0.5269105,0.4059741,0.200026,0.683857,0.310205,0.08158996"
